node,total_message,total_messages_each_node,frequency,outcome
17,4999,486,9.721944388877777,1
20,5000,458,9.16,1
4,5001,164,3.2793441311737648,0
20,5002,459,9.176329468212716,1
6,5003,168,3.357985208874675,0
5,5004,163,3.2573940847322147,0
20,5005,460,9.19080919080919,1
12,5006,169,3.37594886136636,0
16,5007,426,8.508088675853804,1
16,5008,427,8.526357827476039,1
14,5009,196,3.9129566779796363,0
8,5010,180,3.592814371257485,0
19,5011,534,10.656555577728996,1
18,5012,536,10.694333599361533,1
11,5013,188,3.7502493516856172,0
4,5014,165,3.2907857997606706,0
11,5015,189,3.7686939182452637,0
20,5016,461,9.190590111642743,1
2,5017,181,3.607733705401634,0
8,5018,181,3.60701474691112,0
17,5019,487,9.703128113169953,1
11,5020,190,3.7848605577689245,0
8,5021,182,3.6247759410476,0
16,5022,428,8.522500995619275,1
17,5023,488,9.715309575950627,1
9,5024,158,3.144904458598726,0
2,5025,182,3.6218905472636815,0
17,5026,489,9.72940708316753,1
17,5027,490,9.747364233141038,1
20,5028,462,9.188544152744631,1
11,5029,191,3.7979717637701333,0
10,5030,324,6.441351888667993,1
17,5031,491,9.759491154839992,1
11,5032,192,3.815580286168521,0
7,5033,168,3.3379694019471486,0
20,5034,463,9.19745729042511,1
20,5035,464,9.215491559086395,1
10,5036,325,6.453534551231136,1
17,5037,492,9.767718880285885,1
20,5038,465,9.229853116315999,1
12,5039,170,3.373685255010915,0
9,5040,159,3.1547619047619047,0
19,5041,535,10.612973616345963,1
14,5042,197,3.9071796905989684,0
17,5043,493,9.775927027562958,1
11,5044,193,3.8263283108643935,0
2,5045,183,3.6273538156590686,0
15,5046,167,3.309552120491478,0
7,5047,169,3.348523875569645,0
11,5048,194,3.8431061806656097,0
17,5049,494,9.784115666468608,1
16,5050,429,8.495049504950495,1
19,5051,536,10.611760047515343,1
13,5052,187,3.701504354711006,0
15,5053,168,3.3247575697605383,0
17,5054,495,9.794222398100514,1
20,5055,466,9.218595450049456,1
7,5056,170,3.3623417721518987,0
19,5057,537,10.618944037967175,1
19,5058,538,10.636615262949782,1
10,5059,326,6.443961257165448,1
17,5060,496,9.802371541501977,1
7,5061,171,3.3787788974510966,0
19,5062,539,10.64796523113394,1
8,5063,183,3.614457831325301,0
19,5064,540,10.66350710900474,1
6,5065,169,3.3366238894373152,0
2,5066,184,3.6320568495854717,0
14,5067,198,3.9076376554174073,0
20,5068,467,9.214680347277032,1
14,5069,199,3.925823633852831,0
10,5070,327,6.449704142011835,1
20,5071,468,9.228948925261289,1
20,5072,469,9.246845425867507,1
17,5073,497,9.796964320914645,1
3,5074,164,3.232163973196689,0
4,5075,166,3.270935960591133,0
14,5076,200,3.940110323089047,0
18,5077,537,10.57711246799291,1
16,5078,430,8.467900748326112,1
7,5079,172,3.3864934042134283,0
18,5080,538,10.590551181102361,1
3,5081,165,3.2473922456209405,0
11,5082,195,3.837072018890201,0
11,5083,196,3.8559905567578205,0
18,5084,539,10.601888276947285,1
15,5085,169,3.323500491642085,0
18,5086,540,10.617381046008651,1
8,5087,184,3.6170631020247686,0
2,5088,185,3.636006289308176,0
19,5089,541,10.63077225388092,1
17,5090,498,9.783889980353635,1
16,5091,431,8.465920251424082,1
19,5092,542,10.644147682639435,1
8,5093,185,3.6324366777930495,0
19,5094,543,10.659599528857479,1
11,5095,197,3.866535819430814,0
16,5096,432,8.47723704866562,1
7,5097,173,3.3941534235824995,0
19,5098,544,10.670851314240878,1
16,5099,433,8.49186114924495,1
19,5100,545,10.686274509803921,1
18,5101,541,10.605763575769457,1
12,5102,171,3.351626813014504,0
20,5103,470,9.210268469527728,1
19,5104,546,10.697492163009406,1
9,5105,160,3.1341821743388834,0
16,5106,434,8.499804151978065,1
19,5107,547,10.710789112982182,1
18,5108,542,10.610806577916993,1
20,5109,471,9.219025249559602,1
17,5110,499,9.765166340508806,1
9,5111,161,3.1500684797495597,0
17,5112,500,9.780907668231611,1
19,5113,548,10.717778212399766,1
4,5114,167,3.2655455612045365,0
10,5115,328,6.412512218963832,1
5,5116,164,3.205629397967162,0
2,5117,186,3.6349423490326362,0
20,5118,472,9.222352481438062,1
10,5119,329,6.427036530572377,1
20,5120,473,9.23828125,1
7,5121,174,3.397773872290568,0
18,5122,543,10.601327606403748,1
16,5123,435,8.491118485262541,1
12,5124,172,3.356752537080406,0
11,5125,198,3.8634146341463413,0
4,5126,168,3.2774092859929773,0
6,5127,170,3.3157792081139066,0
3,5128,166,3.2371294851794072,0
14,5129,201,3.918892571651394,0
17,5130,501,9.76608187134503,1
10,5131,330,6.431494835314753,1
20,5132,474,9.236165237724084,1
17,5133,502,9.779855834794466,1
19,5134,549,10.693416439423451,1
16,5135,436,8.49074975657254,1
16,5136,437,8.508566978193146,1
18,5137,544,10.589838427097527,1
17,5138,503,9.789801479174775,1
19,5139,550,10.702471297917883,1
15,5140,170,3.3073929961089497,0
10,5141,331,6.438436101925696,1
20,5142,475,9.237650719564371,1
7,5143,175,3.402683258798367,0
5,5144,165,3.2076205287713844,0
11,5145,199,3.867832847424684,0
2,5146,187,3.6338904003109214,0
20,5147,476,9.248105692636488,1
17,5148,504,9.79020979020979,1
6,5149,171,3.3210332103321036,0
19,5150,551,10.699029126213592,1
15,5151,171,3.3197437390797906,0
20,5152,477,9.258540372670808,1
9,5153,162,3.1437997283136037,0
17,5154,505,9.798214978657354,1
16,5155,438,8.496605237633366,1
10,5156,332,6.4391000775795195,1
18,5157,545,10.568159782819468,1
18,5158,546,10.58549825513765,1
5,5159,166,3.2176778445435166,0
15,5160,172,3.3333333333333335,0
12,5161,173,3.3520635535748884,0
18,5162,547,10.596667958155754,1
2,5163,188,3.641293821421654,0
3,5164,167,3.2339271882261813,0
7,5165,176,3.40755082284608,0
19,5166,552,10.685249709639953,1
18,5167,548,10.605767369847106,1
12,5168,174,3.36687306501548,0
18,5169,549,10.621009866511898,1
14,5170,202,3.9071566731141196,0
16,5171,439,8.489653838715917,1
16,5172,440,8.507347254447023,1
14,5173,203,3.924221921515562,0
20,5174,478,9.238500193274064,1
18,5175,550,10.628019323671497,1
3,5176,168,3.2457496136012365,0
16,5177,441,8.518446977013715,1
17,5178,506,9.772112784859019,1
5,5179,167,3.224560726008882,0
19,5180,553,10.675675675675675,1
4,5181,169,3.2619185485427526,0
19,5182,554,10.690852952527981,1
15,5183,173,3.3378352305614505,0
16,5184,442,8.526234567901234,1
16,5185,443,8.54387656702025,1
14,5186,204,3.9336675665252603,0
4,5187,170,3.277424330055909,0
5,5188,168,3.2382420971472627,0
2,5189,189,3.6423202929273466,0
10,5190,333,6.416184971098265,1
11,5191,200,3.8528221922558274,0
18,5192,551,10.612480739599384,1
9,5193,163,3.1388407471596382,0
14,5194,205,3.946861763573354,0
3,5195,169,3.2531280076997113,0
11,5196,201,3.868360277136259,0
4,5197,171,3.290359822974793,0
18,5198,552,10.619469026548673,1
19,5199,555,10.675129832660128,1
16,5200,444,8.538461538461538,1
2,5201,190,3.653143626225726,0
16,5202,445,8.55440215301807,1
20,5203,479,9.206227176628868,1
4,5204,172,3.3051498847040737,0
4,5205,173,3.3237271853986554,0
16,5206,446,8.567038033038802,1
2,5207,191,3.6681390435951604,0
11,5208,202,3.8786482334869437,0
18,5209,553,10.616241121136495,1
18,5210,554,10.633397312859886,1
11,5211,203,3.8956054500095947,0
10,5212,334,6.408288564850345,1
16,5213,447,8.574717053520047,1
11,5214,204,3.9125431530494823,0
16,5215,448,8.590604026845638,1
20,5216,480,9.202453987730062,1
18,5217,555,10.638297872340425,1
18,5218,556,10.655423533921041,1
5,5219,169,3.238168231461966,0
18,5220,557,10.670498084291188,1
20,5221,481,9.21279448381536,1
14,5222,206,3.9448487169666793,0
11,5223,205,3.924947348267279,0
6,5224,172,3.2924961715160794,0
20,5225,482,9.224880382775119,1
20,5226,483,9.242250287026406,1
2,5227,192,3.6732351253108857,0
4,5228,174,3.3282325937260904,0
15,5229,174,3.327596098680436,0
17,5230,507,9.694072657743785,1
20,5231,484,9.252532976486332,1
11,5232,206,3.9373088685015287,0
19,5233,556,10.624880565641122,1
2,5234,193,3.6874283530760414,0
8,5235,186,3.553008595988539,0
3,5236,170,3.2467532467532463,0
17,5237,508,9.700210043918274,1
7,5238,177,3.379152348224513,0
19,5239,557,10.631799961824775,1
16,5240,449,8.568702290076335,1
20,5241,485,9.253959168097692,1
3,5242,171,3.2621136970621896,0
20,5243,486,9.269502193400726,1
12,5244,175,3.337147215865751,0
7,5245,178,3.3937082936129648,0
18,5246,558,10.636675562333206,1
3,5247,172,3.2780636554221463,0
4,5248,175,3.3346036585365857,0
3,5249,173,3.295865879215089,0
20,5250,487,9.276190476190477,1
13,5251,188,3.580270424681013,0
18,5252,559,10.643564356435643,1
20,5253,488,9.289929564058633,1
19,5254,558,10.620479634564143,1
3,5255,174,3.311132254995243,0
2,5256,194,3.6910197869101977,0
14,5257,207,3.937607000190223,0
5,5258,170,3.2331685051350325,0
11,5259,207,3.936109526525956,0
18,5260,560,10.646387832699618,1
8,5261,187,3.554457327504277,0
12,5262,176,3.344735841885215,0
20,5263,489,9.29127873836215,1
20,5264,490,9.308510638297872,1
7,5265,179,3.3998100664767335,0
12,5266,177,3.361184960121534,0
8,5267,188,3.569394342130245,0
20,5268,491,9.320425208807896,1
20,5269,492,9.33763522490036,1
20,5270,493,9.35483870967742,1
16,5271,450,8.537279453614115,1
5,5272,171,3.2435508345978756,0
6,5273,173,3.2808647828560593,0
15,5274,175,3.3181645809632156,0
17,5275,509,9.649289099526067,1
12,5276,178,3.373768006065201,0
8,5277,189,3.581580443433769,0
20,5278,494,9.35960591133005,1
15,5279,176,3.333964766054177,0
19,5280,559,10.587121212121211,1
15,5281,177,3.3516379473584546,0
11,5282,208,3.9379023097311623,0
16,5283,451,8.536816202915011,1
16,5284,452,8.554125662376986,1
14,5285,208,3.935666982024598,0
19,5286,560,10.594021944759744,1
17,5287,510,9.646302250803858,1
11,5288,209,3.9523449319213313,0
20,5289,495,9.359047078842881,1
15,5290,178,3.364839319470699,0
11,5291,210,3.969003969003969,0
2,5292,195,3.6848072562358274,0
19,5293,561,10.598904213111657,1
19,5294,562,10.61579146203249,1
5,5295,172,3.2483474976392825,0
10,5296,335,6.325528700906344,1
18,5297,561,10.590900509722484,1
13,5298,189,3.567383918459796,0
18,5299,562,10.60577467446688,1
17,5300,511,9.641509433962264,1
18,5301,563,10.620637615544236,1
19,5302,563,10.61863447755564,1
17,5303,512,9.65491231378465,1
14,5304,209,3.9404223227752637,0
5,5305,173,3.2610744580584354,0
19,5306,564,10.629476064832264,1
4,5307,176,3.316374599585453,0
3,5308,175,3.2969103240391857,0
18,5309,564,10.623469579958561,1
8,5310,190,3.5781544256120528,0
19,5311,565,10.638297872340425,1
18,5312,565,10.636295180722891,1
8,5313,191,3.594955768868812,0
12,5314,179,3.3684606699284907,0
4,5315,177,3.3301975540921918,0
19,5316,566,10.647103085026336,1
13,5317,190,3.5734436712431825,0
14,5318,210,3.948852952237683,0
2,5319,196,3.6849031772889638,0
10,5320,336,6.315789473684211,1
3,5321,176,3.307648938169517,0
17,5322,513,9.63923337091319,1
14,5323,211,3.9639301145970323,0
20,5324,496,9.316303531179564,1
19,5325,567,10.647887323943662,1
8,5326,192,3.6049568156214793,0
20,5327,497,9.329829172141919,1
11,5328,211,3.9602102102102106,0
16,5329,453,8.500656783636705,1
18,5330,566,10.619136960600375,1
17,5331,514,9.641718251735135,1
9,5332,164,3.075768942235559,0
16,5333,454,8.513032064504031,1
6,5334,174,3.262092238470191,0
16,5335,455,8.52858481724461,1
18,5336,567,10.625937031484257,1
18,5337,568,10.64268315533071,1
18,5338,569,10.659423004870739,1
16,5339,456,8.540925266903916,1
17,5340,515,9.644194756554308,1
17,5341,516,9.661112151282532,1
7,5342,180,3.3695245226506922,0
2,5343,197,3.6870671907168258,0
8,5344,193,3.611526946107784,0
20,5345,498,9.31711880261927,1
13,5346,191,3.5727646838757945,0
4,5347,178,3.3289695156162336,0
16,5348,457,8.545250560957367,1
19,5349,568,10.61880725369228,1
19,5350,569,10.63551401869159,1
12,5351,180,3.3638572229489814,0
20,5352,499,9.323617339312406,1
18,5353,570,10.648234634784233,1
3,5354,177,3.3059394844975722,0
18,5355,571,10.662931839402427,1
10,5356,337,6.292008961911874,1
17,5357,517,9.650924024640657,1
17,5358,518,9.667786487495334,1
6,5359,175,3.2655346146669157,0
13,5360,192,3.582089552238806,0
14,5361,212,3.954486103338929,0
18,5362,572,10.667661320402836,1
7,5363,181,3.3749766921499162,0
12,5364,181,3.3743475018642806,0
13,5365,193,3.597390493942218,0
17,5366,519,9.672008945210585,1
5,5367,174,3.242034656232532,0
19,5368,570,10.618479880774963,1
18,5369,573,10.672378468988638,1
13,5370,194,3.6126629422718803,0
6,5371,176,3.2768571960528763,0
9,5372,165,3.0714817572598663,0
18,5373,574,10.683044853899125,1
16,5374,458,8.522515816896167,1
17,5375,520,9.674418604651162,1
18,5376,575,10.695684523809524,1
9,5377,166,3.0872233587502325,0
19,5378,571,10.61732986240238,1
4,5379,179,3.327756088492285,0
14,5380,213,3.9591078066914496,0
19,5381,572,10.629994424828098,1
18,5382,576,10.702341137123746,1
12,5383,182,3.3810143042912877,0
14,5384,214,3.9747399702823176,0
2,5385,198,3.6768802228412256,0
18,5386,577,10.71295952469365,1
14,5387,215,3.991089660293299,0
19,5388,573,10.634743875278396,1
18,5389,578,10.725552050473187,1
16,5390,459,8.515769944341372,1
20,5391,500,9.274717121127805,1
17,5392,521,9.66246290801187,1
16,5393,460,8.529575375486742,1
10,5394,338,6.266221727845754,1
20,5395,501,9.28637627432808,1
18,5396,579,10.730170496664195,1
20,5397,502,9.301463776171948,1
18,5398,580,10.74472026676547,1
9,5399,167,3.0931654010001854,0
18,5400,581,10.75925925925926,1
17,5401,522,9.664876874652842,1
10,5402,339,6.275453535727508,1
18,5403,582,10.771793448084397,1
14,5404,216,3.9970392301998516,0
20,5405,503,9.306197964847364,1
2,5406,199,3.68109507954125,0
20,5407,504,9.321250231181802,1
17,5408,523,9.67085798816568,1
9,5409,168,3.105934553521908,0
8,5410,194,3.5859519408502774,0
13,5411,195,3.6037700979486234,0
5,5412,175,3.2335550628233554,0
20,5413,505,9.329392203953446,1
2,5414,200,3.694126339120798,0
17,5415,524,9.676823638042475,1
6,5416,177,3.268094534711965,0
9,5417,169,3.1198080118146576,0
14,5418,217,4.0051679586563305,0
13,5419,196,3.6169034877283632,0
9,5420,170,3.136531365313653,0
19,5421,574,10.58845231507102,1
16,5422,461,8.50239763924751,1
17,5423,525,9.68098838281394,1
11,5424,212,3.908554572271387,0
16,5425,462,8.516129032258064,1
13,5426,197,3.630667158127534,0
8,5427,195,3.5931453841901604,0
16,5428,463,8.52984524686809,1
16,5429,464,8.54669368207773,1
19,5430,575,10.589318600368323,1
6,5431,178,3.2774811268642976,0
12,5432,183,3.3689248895434463,0
13,5433,198,3.6443953616786304,0
4,5434,180,3.312476996687523,0
7,5435,182,3.3486660533578654,0
10,5436,340,6.254598969830758,1
20,5437,506,9.306602906014346,1
17,5438,526,9.672673777123943,1
16,5439,465,8.549365692222835,1
3,5440,178,3.272058823529412,0
20,5441,507,9.318140047785334,1
12,5442,184,3.381109886071297,0
8,5443,196,3.6009553555024802,0
20,5444,508,9.331373989713446,1
9,5445,171,3.1404958677685952,0
15,5446,179,3.286816011751744,0
20,5447,509,9.344593354139894,1
10,5448,341,6.259177679882526,1
10,5449,342,6.2763809873371255,1
14,5450,218,4.0,0
16,5451,466,8.548890111906072,1
20,5452,510,9.354365370506237,1
15,5453,180,3.300935264991748,0
10,5454,343,6.288962229556288,1
6,5455,179,3.2813932172318974,0
13,5456,199,3.647360703812317,0
9,5457,172,3.151914971596115,0
4,5458,181,3.3162330524001464,0
13,5459,200,3.663674665689687,0
7,5460,183,3.3516483516483517,0
10,5461,344,6.299212598425196,1
16,5462,467,8.549981691688027,1
18,5463,583,10.671792055647082,1
6,5464,180,3.294289897510981,0
17,5465,527,9.643183897529735,1
19,5466,576,10.53787047200878,1
19,5467,577,10.55423449789647,1
8,5468,197,3.6027798098024872,0
16,5469,468,8.557323093801426,1
17,5470,528,9.652650822669104,1
18,5471,584,10.674465362822152,1
19,5472,578,10.562865497076023,1
3,5473,179,3.270601132833912,0
18,5474,585,10.686883449031786,1
8,5475,198,3.616438356164384,0
4,5476,182,3.3235938641344047,0
16,5477,469,8.563081979185686,1
16,5478,470,8.579773640014604,1
17,5479,529,9.655046541339662,1
8,5480,199,3.6313868613138687,0
14,5481,219,3.9956212370005475,0
12,5482,185,3.37468077344035,0
18,5483,586,10.687579792084625,1
20,5484,511,9.318016046681254,1
16,5485,471,8.587055606198724,1
2,5486,201,3.663871673350346,0
11,5487,213,3.8819026790595954,0
20,5488,512,9.329446064139942,1
4,5489,183,3.3339406084897063,0
20,5490,513,9.344262295081968,1
3,5491,180,3.278091422327445,0
18,5492,587,10.688273852876911,1
20,5493,514,9.357363917713453,1
5,5494,176,3.2034947215143794,0
20,5495,515,9.372156505914468,1
8,5496,200,3.6390101892285296,0
17,5497,530,9.641622703292706,1
19,5498,579,10.531102218988723,1
14,5499,220,4.000727404982724,0
9,5500,173,3.1454545454545455,0
9,5501,174,3.1630612615888025,0
20,5502,516,9.378407851690294,1
5,5503,177,3.2164274032345994,0
11,5504,214,3.8880813953488373,0
11,5505,215,3.905540417801998,0
18,5506,588,10.679258990192517,1
14,5507,221,4.01307426911204,0
13,5508,201,3.649237472766884,0
20,5509,517,9.384643310945725,1
6,5510,181,3.2849364791288567,0
8,5511,201,3.6472509526401744,0
18,5512,589,10.685776487663281,1
19,5513,580,10.520587701795755,1
18,5514,590,10.700036271309395,1
20,5515,518,9.392565729827743,1
11,5516,216,3.9158810732414793,0
10,5517,345,6.253398586188146,1
16,5518,472,8.553823849220732,1
13,5519,202,3.660083348432687,0
16,5520,473,8.568840579710145,1
12,5521,186,3.3689548994747325,0
18,5522,591,10.70264396957624,1
19,5523,581,10.519645120405578,1
20,5524,519,9.39536567704562,1
2,5525,202,3.656108597285068,0
15,5526,181,3.2754252623959466,0
6,5527,182,3.2929256377781795,0
12,5528,187,3.3827785817655576,0
7,5529,184,3.327907397359378,0
16,5530,474,8.571428571428571,1
17,5531,531,9.600433917917194,1
16,5532,475,8.58640636297903,1
17,5533,532,9.615037050424725,1
8,5534,202,3.650162631008312,0
4,5535,184,3.3242999096657635,0
9,5536,175,3.1611271676300583,0
18,5537,592,10.691710312443561,1
20,5538,520,9.389671361502346,1
16,5539,476,8.593608954684962,1
6,5540,183,3.303249097472924,0
18,5541,593,10.702039343078866,1
16,5542,477,8.607001082641645,1
16,5543,478,8.623489085332853,1
18,5544,594,10.714285714285714,1
9,5545,176,3.1740306582506763,0
17,5546,533,9.610530111792283,1
20,5547,521,9.39246439516856,1
19,5548,582,10.490266762797404,1
18,5549,595,10.722652730221661,1
18,5550,596,10.73873873873874,1
8,5551,203,3.6569987389659517,0
3,5552,181,3.2600864553314124,0
10,5553,346,6.230866198451287,1
13,5554,203,3.6550234065538354,0
7,5555,185,3.3303330333033303,0
11,5556,217,3.9056875449964004,0
10,5557,347,6.244376462119849,1
19,5558,583,10.489384670744872,1
10,5559,348,6.260118726389638,1
16,5560,479,8.615107913669066,1
5,5561,178,3.200863154108973,0
13,5562,204,3.6677454153182305,0
19,5563,584,10.497932770088083,1
17,5564,534,9.597411933860531,1
19,5565,585,10.512129380053908,1
20,5566,522,9.378368666906216,1
11,5567,218,3.9159331776540323,0
13,5568,205,3.681752873563218,0
9,5569,177,3.178308493445861,0
8,5570,204,3.6624775583482947,0
19,5571,586,10.518757853168193,1
5,5572,179,3.212491026561378,0
11,5573,219,3.9296608648842635,0
15,5574,182,3.265159669895946,0
16,5575,480,8.609865470852018,1
12,5576,188,3.3715925394548063,0
8,5577,205,3.6758113681190605,0
16,5578,481,8.623162423807816,1
16,5579,482,8.639541136404373,1
11,5580,220,3.942652329749104,0
5,5581,180,3.225228453682136,0
19,5582,587,10.515944106055178,1
10,5583,349,6.251119469819094,1
16,5584,483,8.64971346704871,1
17,5585,535,9.579230080572962,1
17,5586,536,9.595417114214106,1
20,5587,523,9.361016645784858,1
11,5588,221,3.954903364352183,0
13,5589,206,3.6858114152800145,0
20,5590,524,9.373881932021467,1
17,5591,537,9.604721874441067,1
13,5592,207,3.7017167381974247,0
17,5593,538,9.619166815662435,1
3,5594,182,3.2534858777261353,0
13,5595,208,3.7176050044682754,0
3,5596,183,3.270192994996426,0
19,5597,588,10.505628015008039,1
6,5598,184,3.2868881743479816,0
14,5599,222,3.9649937488837295,0
11,5600,222,3.964285714285714,0
20,5601,525,9.373326191751472,1
17,5602,539,9.621563727240272,1
13,5603,209,3.730144565411387,0
4,5604,185,3.301213418986438,0
8,5605,206,3.6752899197145403,0
3,5606,184,3.28219764537995,0
17,5607,540,9.630818619582666,1
20,5608,526,9.379457917261055,1
9,5609,178,3.1734712069887676,0
17,5610,541,9.643493761140821,1
10,5611,350,6.237747282124398,1
17,5612,542,9.657875980042766,1
7,5613,186,3.313735970069481,0
4,5614,186,3.3131457071606696,0
16,5615,484,8.619768477292965,1
11,5616,223,3.970797720797721,0
18,5617,597,10.628449350186933,1
20,5618,527,9.38056247775009,1
16,5619,485,8.631429079907457,1
11,5620,224,3.98576512455516,0
18,5621,598,10.63867639210105,1
3,5622,185,3.2906438989683386,0
12,5623,189,3.3611950915881197,0
7,5624,187,3.3250355618776672,0
19,5625,589,10.471111111111112,1
19,5626,590,10.487024528972627,1
8,5627,207,3.6786920206148923,0
16,5628,486,8.635394456289978,1
20,5629,528,9.379996446971042,1
18,5630,599,10.63943161634103,1
12,5631,190,3.374178653880305,0
2,5632,203,3.6044034090909087,0
16,5633,487,8.645481981182318,1
11,5634,225,3.993610223642172,0
3,5635,186,3.3007985803016857,0
6,5636,185,3.282469836763662,0
20,5637,529,9.384424339187511,1
11,5638,226,4.008513657325293,0
17,5639,543,9.629366909026423,1
16,5640,488,8.652482269503546,1
11,5641,227,4.024109200496366,0
16,5642,489,8.667139312300602,1
18,5643,600,10.63264221158958,1
12,5644,191,3.384124734231042,0
19,5645,591,10.469441984056688,1
18,5646,601,10.644704215373716,1
17,5647,544,9.63343368160085,1
12,5648,192,3.39943342776204,0
11,5649,228,4.03611258629846,0
16,5650,490,8.672566371681416,1
16,5651,491,8.688727658821447,1
8,5652,208,3.680113234253362,0
17,5653,545,9.640898637891384,1
8,5654,209,3.6964980544747084,0
17,5655,546,9.655172413793103,1
18,5656,602,10.643564356435643,1
5,5657,181,3.1995757468622945,0
18,5658,603,10.657476139978792,1
12,5659,193,3.410496554161513,0
4,5660,187,3.303886925795053,0
19,5661,592,10.457516339869281,1
9,5662,179,3.161427057576828,0
14,5663,223,3.937842133144976,0
3,5664,187,3.301553672316384,0
18,5665,604,10.661959399823477,1
5,5666,182,3.2121426050123545,0
17,5667,547,9.6523733898006,1
4,5668,188,3.3168666196189136,0
20,5669,530,9.349091550538013,1
9,5670,180,3.1746031746031744,0
11,5671,229,4.0380885205431145,0
13,5672,210,3.702397743300423,0
20,5673,531,9.360126916975146,1
10,5674,351,6.186112090236165,1
6,5675,186,3.2775330396475773,0
16,5676,492,8.668076109936575,1
12,5677,194,3.4172978685925663,0
19,5678,593,10.44381824586122,1
2,5679,204,3.5921817221341787,0
17,5680,548,9.647887323943662,1
18,5681,605,10.649533532828727,1
20,5682,532,9.36290038718761,1
12,5683,195,3.4312862924511704,0
16,5684,493,8.673469387755102,1
12,5685,196,3.447669305189094,0
5,5686,183,3.218431234611326,0
16,5687,494,8.6864779321259,1
9,5688,181,3.1821378340365682,0
3,5689,188,3.304622956582879,0
16,5690,495,8.699472759226714,1
9,5691,182,3.198031980319803,0
20,5692,533,9.364019676739284,1
20,5693,534,9.379940277533812,1
17,5694,549,9.64172813487882,1
2,5695,205,3.5996488147497807,0
17,5696,550,9.655898876404494,1
18,5697,606,10.637177461822011,1
7,5698,188,3.2994032994032993,0
17,5699,551,9.668362870679067,1
17,5700,552,9.68421052631579,1
10,5701,352,6.174355376249781,1
7,5702,189,3.3146264468607507,0
20,5703,535,9.381027529370508,1
7,5704,190,3.3309957924263673,0
6,5705,187,3.2778264680105167,0
4,5706,189,3.3123028391167195,0
9,5707,183,3.206588400210268,0
11,5708,230,4.029432375613175,0
8,5709,210,3.6784025223331582,0
17,5710,553,9.68476357267951,1
6,5711,188,3.29189283838207,0
16,5712,496,8.683473389355742,1
19,5713,594,10.397339401365308,1
20,5714,536,9.380469023451173,1
16,5715,497,8.696412948381452,1
19,5716,595,10.409377186843948,1
18,5717,607,10.61745670806367,1
12,5718,197,3.445260580622595,0
16,5719,498,8.7078160517573,1
8,5720,211,3.688811188811189,0
4,5721,190,3.3210977101905264,0
13,5722,211,3.687521845508564,0
8,5723,212,3.7043508649309804,0
16,5724,499,8.717679944095039,1
9,5725,184,3.2139737991266375,0
16,5726,500,8.732099196646875,1
14,5727,224,3.9112973633665096,0
4,5728,191,3.3344972067039103,0
7,5729,191,3.3339151684412633,0
18,5730,608,10.610820244328098,1
16,5731,501,8.741929855173618,1
17,5732,554,9.665038381018842,1
14,5733,225,3.924646781789639,0
9,5734,185,3.2263690268573426,0
16,5735,502,8.753269398430689,1
17,5736,555,9.675732217573222,1
20,5737,537,9.360292835976992,1
19,5738,596,10.386894388288601,1
13,5739,212,3.694023349015508,0
20,5740,538,9.372822299651567,1
18,5741,609,10.607908029959939,1
20,5742,539,9.386973180076629,1
12,5743,198,3.4476754309594284,0
19,5744,597,10.393454038997215,1
19,5745,598,10.40905134899913,1
3,5746,189,3.289244691959624,0
16,5747,503,8.752392552636158,1
4,5748,192,3.3402922755741122,0
16,5749,504,8.766742042094277,1
13,5750,213,3.7043478260869565,0
20,5751,540,9.389671361502346,1
10,5752,353,6.1369958275382475,1
14,5753,226,3.9283851903354776,0
2,5754,206,3.5801181786583243,0
18,5755,610,10.599478714161599,1
19,5756,599,10.406532314107018,1
16,5757,505,8.771929824561402,1
17,5758,556,9.656130600903092,1
14,5759,227,3.941656537593332,0
18,5760,611,10.60763888888889,1
16,5761,506,8.78319736156917,1
8,5762,213,3.696633113502256,0
10,5763,354,6.14263404476835,1
10,5764,355,6.158917418459403,1
14,5765,228,3.9549002601908065,0
19,5766,600,10.40582726326743,1
18,5767,612,10.612103346627363,1
18,5768,613,10.62760055478502,1
20,5769,541,9.377708441671,1
13,5770,214,3.7088388214904677,0
18,5771,614,10.639403916132387,1
20,5772,542,9.39015939015939,1
9,5773,186,3.221895028581327,0
7,5774,192,3.325251125736058,0
14,5775,229,3.9653679653679657,0
19,5776,601,10.405124653739612,1
15,5777,183,3.1677341180543537,0
13,5778,215,3.7210107303565247,0
20,5779,543,9.39608928880429,1
18,5780,615,10.640138408304498,1
15,5781,184,3.1828403390416886,0
6,5782,189,3.2687651331719128,0
17,5783,557,9.631679059311777,1
18,5784,616,10.650069156293222,1
17,5785,558,9.645635263612792,1
9,5786,187,3.2319391634980987,0
18,5787,617,10.661828235700709,1
13,5788,216,3.7318590186592946,0
4,5789,193,3.3339091380203834,0
14,5790,230,3.9723661485319512,0
16,5791,507,8.754964600241754,1
18,5792,618,10.66988950276243,1
11,5793,231,3.98757120662869,0
18,5794,619,10.683465654124957,1
18,5795,620,10.698878343399482,1
16,5796,508,8.764665286404417,1
19,5797,602,10.384681731930309,1
11,5798,232,4.00137978613315,0
9,5799,188,3.241938265218141,0
17,5800,559,9.63793103448276,1
5,5801,184,3.171866919496639,0
10,5802,356,6.135815236125474,1
15,5803,185,3.1880062036877472,0
15,5804,186,3.2046864231564434,0
12,5805,199,3.4280792420327306,0
7,5806,193,3.3241474336892867,0
2,5807,207,3.5646633373514724,0
